id,timestamp,ip,endpoint,service,method,user_agent,payload_summary,is_canary,attempt_count_1min,rule_triggered,risk_level
6ab1e530-2789-4de9-9d8e-1d4ee1539097,2025-11-28T02:52:49.294959,127.0.0.1,/login,Login Service,POST,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36 Edg/142.0.0.0",login_user:sh@gmail.com,0,1,Normal Access,Low
fb81b44e-d858-4b13-8f9c-c0c4a12cc217,2025-11-28T03:21:37.347082,127.0.0.1,/login,Login Service,POST,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36 Edg/142.0.0.0",login_user:sh@gmail.com,0,1,Normal Access,Low
f2acbe82-86ea-47e9-ac20-e549e8cc3bca,2025-11-28T03:21:49.145276,127.0.0.1,/login,Login Service,POST,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36 Edg/142.0.0.0",login_user:admin,0,2,Normal Access,Low
bba71edb-2e90-4ef2-a29f-39464f0b0baf,2025-11-28T03:21:52.541975,127.0.0.1,/login,Login Service,POST,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36 Edg/142.0.0.0",login_user:dsadasf,0,3,Normal Access,Low
d62516de-6d02-4854-80da-1eeede935095,2025-11-28T03:21:53.884200,127.0.0.1,/login,Login Service,POST,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36 Edg/142.0.0.0",login_user:dsadasf,0,4,Normal Access,Low
32d2dee2-3a84-469b-a4b8-daad613d3087,2025-11-28T03:21:54.413642,127.0.0.1,/login,Login Service,POST,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36 Edg/142.0.0.0",login_user:dsadasf,0,5,Normal Access,Low
b31a7e0a-e577-4f07-8814-f317dfa6b843,2025-11-28T03:21:54.910230,127.0.0.1,/login,Login Service,POST,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36 Edg/142.0.0.0",login_user:dsadasf,0,6,Normal Access,Low
cdf8a62f-0c83-4a33-911d-8cb2819f7fef,2025-11-28T03:21:55.407970,127.0.0.1,/login,Login Service,POST,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36 Edg/142.0.0.0",login_user:dsadasf,0,7,Normal Access,Low
1459885a-564d-42cc-8870-dd592c066061,2025-11-28T03:21:55.890015,127.0.0.1,/login,Login Service,POST,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36 Edg/142.0.0.0",login_user:dsadasf,0,8,Normal Access,Low
005d1925-8d87-4faa-a023-e1aaa1239214,2025-11-28T03:21:56.386438,127.0.0.1,/login,Login Service,POST,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36 Edg/142.0.0.0",login_user:dsadasf,0,9,Suspicious Activity,Medium
25eb1b1e-8e17-4da5-b9db-e728107dc47d,2025-11-28T03:21:56.876292,127.0.0.1,/login,Login Service,POST,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36 Edg/142.0.0.0",login_user:dsadasf,0,10,Suspicious Activity,Medium
b9b93487-7ed1-4b13-8998-ba29b7b9dc0f,2025-11-28T03:21:57.350188,127.0.0.1,/login,Login Service,POST,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36 Edg/142.0.0.0",login_user:dsadasf,0,11,Suspicious Activity,Medium
739294f7-ffc2-417a-9d43-4f68f03f10ec,2025-11-28T03:26:17.496488,127.0.0.1,/admin,Canary File Trap,GET,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",suspicious_file_probing,1,1,Canary Trap - IP BLOCKED 10m,Critical
bc725da6-ed94-4672-b13e-bd9bc1d8fe6a,2025-11-28T03:29:51.623191,127.0.0.1,/login,Login Service,POST,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36 Edg/142.0.0.0","login_user:"" or """"=""",0,1,Normal Access,Low
6585b83e-c619-45dd-9429-89ff38dc5b83,2025-11-28T03:29:54.820230,127.0.0.1,/login,Login Service,POST,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36 Edg/142.0.0.0","login_user:"" or """"=""",0,2,Normal Access,Low
8c507991-34ae-4c5e-9835-491842d85e3f,2025-11-28T03:30:16.918727,127.0.0.1,/login,Login Service,POST,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36 Edg/142.0.0.0","login_user:"" or """"=""",0,3,Normal Access,Low
92844d53-5828-419d-ab39-b4a2f380cf8a,2025-11-28T03:39:59.920151,127.0.0.1,/login,Login Service,POST,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36 Edg/142.0.0.0",login_user:dssf,0,1,Normal Access,Low
